Bea Dasar,Htnb,Total,Harga Barang,Berat Kiriman,Jarak (KM)
17000.0,960.0,17960.0,400000.0,0.1,37.23860419131993
9000.0,0.0,9000.0,75000.0,0.14,119.56175837218476
13500.0,500.0,14000.0,200000.0,1.0,65.59090586250932
34000.0,960.0,34960.0,400000.0,1.0,1042.2973943847633
36000.0,960.0,36960.0,400000.0,0.7,679.256058278359
10500.0,0.0,10500.0,79900.0,1.3,44.5050466251696
14000.0,960.0,14960.0,400000.0,0.3,167.51113249862598
18500.0,500.0,19000.0,200000.0,1.0,123.70106993146236
17000.0,0.0,17000.0,78500.0,0.34,37.23860419131993
11000.0,960.0,11960.0,400000.0,0.2,101.14276679835484
34000.0,1440.0,35440.0,600000.0,1.0,389.9987483698633
18500.0,500.0,19000.0,200000.0,1.0,123.70106993146236
13500.0,0.0,13500.0,97000.0,0.1,65.59090586250932
24500.0,500.0,25000.0,200000.0,0.1,119.56175837218476
13500.0,0.0,13500.0,33000.0,0.1,12.435855669527326
39000.0,960.0,39960.0,400000.0,1.0,883.4757279490943
34000.0,960.0,34960.0,400000.0,1.0,1027.522420572668
34000.0,500.0,34500.0,200000.0,1.0,1042.2973943847633
28500.0,500.0,29000.0,200000.0,0.3,307.9295489116877
34000.0,1920.0,35920.0,800000.0,1.0,1042.2973943847633
13500.0,0.0,13500.0,405500.0,0.03,65.59090586250932
24500.0,500.0,25000.0,200000.0,0.2,119.56175837218476
18500.0,1440.0,19940.0,600000.0,0.2,123.70106993146236
8500.0,3120.0,11620.0,1300000.0,1.3,12.435855669527326
11000.0,0.0,11000.0,125000.0,0.23,101.14276679835484
8500.0,0.0,8500.0,30000.0,0.1,12.435855669527326
17000.0,0.0,17000.0,43000.0,0.5,37.23860419131993
9000.0,960.0,9960.0,400000.0,1.0,119.56175837218476
9000.0,960.0,9960.0,400000.0,1.0,123.70106993146236
8500.0,0.0,8500.0,33000.0,0.1,12.435855669527326
13500.0,0.0,13500.0,33000.0,0.1,65.59090586250932
34000.0,960.0,34960.0,400000.0,0.4,208.254310961311
32000.0,960.0,32960.0,400000.0,1.0,154.98926142677865
13500.0,500.0,14000.0,200000.0,0.1,65.59090586250932
34000.0,960.0,34960.0,400000.0,1.0,605.0245981644293
34000.0,960.0,34960.0,400000.0,0.2,605.0245981644293
38500.0,500.0,39000.0,40500.0,0.1,980.502937479797
27000.0,0.0,27000.0,85000.0,1.9,12.435855669527326
45000.0,0.0,45000.0,380000.0,1.0,846.2794661800108
9000.0,960.0,9960.0,400000.0,1.0,119.56175837218476
36000.0,960.0,36960.0,400000.0,1.0,668.8042906399945
22000.0,0.0,22000.0,120000.0,0.5,106.40146151178516
22000.0,0.0,22000.0,120000.0,0.5,106.40146151178516
11000.0,960.0,11960.0,400000.0,1.0,101.14276679835484
32000.0,960.0,32960.0,400000.0,0.5,154.98926142677865
17000.0,0.0,17000.0,54500.0,0.2,125.88635998464376
8500.0,0.0,8500.0,230250.0,1.23,12.435855669527326
9000.0,960.0,9960.0,400000.0,0.2,119.56175837218476
34000.0,960.0,34960.0,400000.0,1.0,208.254310961311
13500.0,0.0,13500.0,33000.0,0.1,65.59090586250932
9000.0,0.0,9000.0,20000.0,0.03,123.70106993146236
11000.0,960.0,11960.0,400000.0,1.0,101.14276679835484
34000.0,960.0,34960.0,400000.0,1.0,1027.522420572668
27500.0,500.0,28000.0,200000.0,0.1,1020.854626057186
27500.0,500.0,28000.0,200000.0,0.1,1020.854626057186
27500.0,500.0,28000.0,200000.0,0.1,1019.775290921978
27500.0,500.0,28000.0,200000.0,0.1,1027.522420572668
27500.0,500.0,28000.0,200000.0,0.1,1020.854626057186
27500.0,500.0,28000.0,200000.0,0.1,1020.854626057186
24500.0,500.0,25000.0,200000.0,0.1,119.56175837218476
80000.0,960.0,80960.0,400000.0,1.5,292.0158861890914
13500.0,500.0,14000.0,200000.0,0.1,65.59090586250932
22000.0,0.0,22000.0,0.0,0.3,106.40146151178516
34000.0,960.0,34960.0,400000.0,0.5,605.0245981644293
34000.0,960.0,34960.0,400000.0,0.1,1027.522420572668
44000.0,960.0,44960.0,400000.0,3.5,101.14276679835484
29000.0,960.0,29960.0,400000.0,1.0,252.4652679655452
19000.0,0.0,19000.0,25000.0,0.75,59.97295110345033
27000.0,500.0,27500.0,200000.0,1.0,219.19671002094788
14000.0,960.0,14960.0,400000.0,1.0,167.51113249862598
34000.0,960.0,34960.0,400000.0,1.0,1011.1974071898868
34000.0,960.0,34960.0,400000.0,1.0,1027.813823482557
18500.0,500.0,19000.0,200000.0,1.0,123.70106993146236
17000.0,720.0,17720.0,300000.0,0.1,37.23860419131993
17000.0,720.0,17720.0,300000.0,0.1,37.23860419131993
11000.0,720.0,11720.0,300000.0,0.1,101.14276679835484
11000.0,720.0,11720.0,300000.0,0.1,101.14276679835484
34000.0,960.0,34960.0,400000.0,1.0,1027.522420572668
34000.0,960.0,34960.0,400000.0,1.0,1027.522420572668
29000.0,0.0,29000.0,120000.0,0.5,104.98744516960298
18500.0,1440.0,19940.0,600000.0,0.2,123.70106993146236
28500.0,0.0,28500.0,80000.0,0.1,307.9295489116877
13500.0,500.0,14000.0,200000.0,1.0,65.59090586250932
34000.0,960.0,34960.0,400000.0,1.0,1042.2973943847633
44000.0,960.0,44960.0,400000.0,1.0,775.8627429965593
39000.0,960.0,39960.0,400000.0,1.0,750.9031994839477
34000.0,960.0,34960.0,400000.0,0.8,208.254310961311
68000.0,500.0,68500.0,70000.0,1.8,208.254310961311
34000.0,960.0,34960.0,400000.0,2.0,1042.2973943847633
14000.0,960.0,14960.0,400000.0,1.3,101.25160265835382
34000.0,960.0,34960.0,400000.0,1.0,1020.854626057186
34000.0,960.0,34960.0,400000.0,1.0,1027.522420572668
